Id,Translated Name,,,Requirement,Quote,,Version
30406,"泰楚·奈斯托斯, 铁金库",,,,“为铁金库服务的我们所面临的生死考验，一点不比为铁王座服务的你们少。”,,2021-S01
30407,"瓦德·佛雷, 河渡口领主",,,,“他既有老人家的行事谨慎，又有年轻人的野心勃勃，更不缺精打细算。”,,S04
30408,"卢斯·波顿, 算计且残忍",,,,“你只消看波顿一眼，就会明白在他任何一根粉色脚趾头里包含的残忍。”,,2021
30409,"雪伊, 藏身于王宫里",,,,“我妈妈给我起名叫雪伊。男人们则喊我……上门服务。”,,2021
30501,"波文·马尔锡, 首席事务官",,,,“为了守夜人。”,,2021
30502,"伊蒙, 黑城堡学士",,,,“知识就是武器，琼恩，战斗之前先要武装好自己。”,,2021
30503,"杰奥·莫尔蒙, 熊老",,,,“长城是为了守卫人类的领域……而不是针对其他人。”,,2021-S03
30506,"断掌科林, 坚定的游骑兵",,,,“只要国土安全，我们的荣誉就等于我们的生命。”,,S04
30507,"唐纳·诺伊, 铁匠专家",,,,“守夜人已经不是以前的样子了。注重荣誉的人太少了，根本管不住那些流氓。”,,2021-S02
30508,"奥赛尔‧亚威克, 战争器械专家",,,,“这会让他们知道我们是如何对待他们的同类的。”,,2021-S03
30509,"山姆威尔·塔利, 怯懦的学者",,,,“我不能命令你勇敢，但我可以命令你将恐惧隐藏起来。”——琼恩·雪诺,,S04
30510,"吉莉, 野人女孩",,,*仅能编入包含**山姆威尔·塔利，怯懦的学者**的军队中。*,“我觉得你很勇敢。”,,S04
30511,"卡斯特, 守夜人的盟友",,,,“我承认，这家伙精神不太正常，但要换你在这受诅咒的森林待上一辈子，也会跟他一样。”,,S04
30512,"尤伦, 浪鸦",,,,“我是来寻找守长城的人手……”,,S04
30513,"丹尼斯·梅利斯特, 值得尊敬的兄弟",,,,“守夜人必须穿着黑衣，丹尼斯·梅利斯特爵士严厉地提醒我，当我是健忘者。”——曼斯·雷德,,2021-S03
30601,"艾利斯特·佛罗伦, 亮水城伯爵",,,,“换神灵换国王就跟我换靴子一般随便！”——科塔奈·庞洛斯,,2021
30602,"席拉·埃洛尔, 草厅伯爵夫人",,,,“宣誓效忠拜拉席恩家族……先是蓝礼，然后是史坦尼斯。”,,2021
30603,"梅丽珊卓, 红袍女",,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属*",“尽管梅丽珊卓夫人没有戴王冠，但每个人都知道她才是史坦尼斯·拜拉席恩真正的王后。”,,2021-S03
30604,"戴佛斯·席渥斯, 真王的国王之手",,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属*",“国王和死人身边的侍从最多。”,,2021
30605,"赛丽丝与希琳, 王后和公主",,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属*",“显然那红袍女已经彻底掳获了她的心，使她背弃了七国新旧诸神。”,,S04
30606,"亚赛尔·佛罗伦, 王后之手",,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属*",“真是王后之手，我为王后陛下感到遗憾。”——琼恩·雪诺,,S04
30608,"玛格丽·提利尔, 小玫瑰",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",“她是个十四岁的的黄花闺女，既漂亮又听话。”——瓦里斯,,2021
30609,"奥莲娜·提利尔, 荆棘女王",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",“所有人都是小丑，而穿杂色衣服的比戴王冠的更有趣。”,,2021
30610,"埃尔顿·伊斯蒙, 可敬的骑士",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",“他是一位年近七十的老骑士，绿石堡伯爵。”,,2021
30612,"科塔奈·庞洛斯, 可靠的城主",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",“大人，你如此退缩是嫌决斗不公平？怕自己力有未逮，举不动武器？”,,2021
30613,"克里森, 龙石岛的学士",,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属*",“我在龙石岛有位学士，他就像我的父亲一样”——史坦尼斯·拜拉席恩,,2021
30614,"补丁脸, 补丁",,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属*",“陆上人吃鱼，海底下，鱼吃人，我知道，我知道……噢噢噢……”,,2021
30701,"丹妮莉丝·坦格利安, 卡丽熙",,,,“我的日和星使我成为了王后，但如果他是另一个人，情况可能就大不相同了。”,,2021
30702,"伊利里欧·摩帕提斯, 潘托斯总督",,,,“你们维斯特洛人都一个样。你们把一群野兽缝在丝绸上，忽然之间，你们就变成了狮子、巨龙或雄鹰。”,,S04
30703,"俳雅·菩厉, 魁尔斯男巫",,,,“跟我去不朽之殿吧，在那里，您将啜饮真理与智慧。”,,2021-S03
30704,"巴利斯坦·赛尔弥, 龙之顾问",,,,“男人总能打仗，陛下。无须问我们是否能赢。”,,2021
30705,"札罗·赞旺·达梭斯, 魁尔斯的商贾巨头",,,,“我不再奢望龙。当我的‘绸云’号下水之时，我看到了他们的杰作。”,,S04
30707,"丹妮莉丝·坦格利安, 不焚者",,,*减少你军队中**卓耿**、**雷哥**或**韦赛利昂**单位之一的1点组军点数。*,“我是真龙传人，我是风暴降生丹妮莉丝，龙石岛的公主，体内流着‘征服者’伊耿的血液。”,,2021
30708,"弥丽·马兹·笃尔, 巫医",,,,“看多几眼你的卡奥，看着生命的流逝，到最后什么也不留下。”,,S04
30709,"魁蜥, 阴影之地的魁蜥",,,,“你想从我这得到什么，魁蜥？”“给你预言。”——丹妮莉丝与魁蜥,,2021
30710,"西茨达拉·佐·洛拉克, 十四世圣主",,,,“迟早，凡人皆有一死，但现在考虑死亡没有任何意义。”,,S04
30711,"弥桑黛, 小文书",,,,“十一岁，但弥桑黛的聪慧程度不亚于同桌的一半，甚至比他们都聪明。”,,2021
30801,"罗德利克·哈尔洛, 读书人",,,,“我更喜欢死的历史。死的历史用墨水书写，活的历史则用鲜血。”,,2021
30802,"伊伦·葛雷乔伊, 湿发",,,,“逝者不死，必将再起，其势更烈。”,,S04
30803,"巴隆·葛雷乔伊, 海盐王与磐岩王",,,,“没有人因下跪而死。下跪的人可以再起，钢剑在手。”,,2021-S03
30804,"温达米尔, 葛雷乔伊家族的学士",,,,“如果你没有学士学位，人们就会认为你无足轻重。”,,2021-S03
30805,"艾里·艾枚克, 公正的",,,,“如果老人有智慧，没有人比我更有智慧。如果大就是强，没人比你强。”,,2021-S03
30806,"特里斯蒂芬·波特利, 君王港继承人",,,,“一双温柔的眼睛，真的。然而这是可怜的特里斯蒂芬的不幸，身为铁民，他过于温柔了。”——阿莎·葛雷乔伊,,S04
30807,"马奇罗, 黑焰",,,,“为什么说这人是个巫师？我只看到一个衣衫褴褛的红袍僧。”——维克塔利昂·葛雷乔伊对罗德利克·斯帕说道,,2021-S03
30808,"贝隆·布莱克泰斯, 盲人贝隆",,,,“阿莎！阿莎！女王！”——盲人贝隆，在选王会上支持阿莎·葛雷乔伊,,S04
30809,"阿莎·葛雷乔伊, 准女王",,,,“你的选择很简单。为我加冕，为了和平与胜利。或者给我叔叔加冕，为了更多的战争和失败。”,,S04
30901,"道朗·马泰尔, 阳戟城领主",,,,“我不瞎，也不聋。”,,S04
30902,"道朗·马泰尔, 多恩亲王",,,,“谁会害怕在草地上行走？”,,2021-S03
30903,"艾拉莉娅·沙德, 红毒蛇的情妇",,,,“它会在哪结束？”,,S04
30904,"奥伯伦·马泰尔, 红毒蛇",,,,“这奥伯伦不过是个自以为是的疯子。”——泰温·兰尼斯特,,2021-S03
30905,"特蕾妮·沙德, 修女之女",,,,“白色更适合我的肤色。我看上去……很纯净。”,,2021-S03
30906,"娜梅莉亚·沙德, 娜梅女士",,,,“只有皇室的血才能偿还我父亲的死。”,,2021
30907,"亚莲恩·马泰尔, 多恩公主",,,,“我是一个愚蠢且任性的女孩，就像一名醉汉掷骰子一样参与权力的游戏。”,,2021
30908,"亚历斯·奥克赫特, 国王大使",,,,“总有一些人觉得说出誓言比遵守誓言容易。”,,2021
31001,"瓦妲·佛雷, 胖子瓦妲",,,,“奇怪的是，我越发喜欢我那又胖又矮的妻子了。”,,2021
31002,"珍妮·普尔, 艾莉亚·史塔克，波顿的新娘",,,,“我祈祷我会成为一个好妻子，给你一个强壮的儿子来继承你。”,,2021
31003,"卢斯·波顿, 残忍且算计",,,,“你只消看他一眼，就会明白在他任何一根粉色脚趾头里包含的残忍，比佛雷一家人合起来还多。”,,2021
31004,"拉姆斯·雪诺, 红指挥",,,,“权力需要礼仪的包裹，方能发挥最大效力。你想有朝一日成为统治者的话，最好从现在开始学。”,,2021
31005,"泰巴德, 恐怖堡学士",,,,“学士们只使用一个名字，即使他们刚到学城时有两个名字，这不是很聪明吗？”,,S04
