Id,Translated Name,,,Requirement,Quote,,Version
20627,"朱斯丁·马赛, 狡诈的追随者",,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",“我自己，我宁愿活着看到另一个春天。”,,2021-S03
20628,"朱斯丁·马赛, 满面堆笑的",,,,“不需要你的理解，只需要你的服从。”——史坦尼斯·拜拉席恩,,2021
20629,"戴尔·席渥斯, 海灵号船长",,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",“作为我儿子们的父亲，我试图来帮助他们在这个世界上占有一席之地。”——戴佛斯,,2021-S02
20630,"蓝礼·拜拉席恩, 全境守护",,,,“难怪贵族们愿意聚集在他周围，她心想，他是如此地热情，他有劳勃的风范。”——凯特琳·史塔克的想法,,2021
20631,"洛拉斯·提利尔, 彩虹护卫队长",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",“在他所有的鲜花与华丽服饰下，洛拉斯爵士有着和詹姆·兰尼斯特一样的暴躁脾气。”——培提尔·贝里席,,2021
20632,"布莱斯·卡伦, 橙衣卫布莱斯",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*/
*不能与彩虹护卫单位同时出现在军队里。*",“那些爱戴蓝礼的人为什么不和你站一边？”——科塔奈·庞洛斯,,2021-S03
20633,"布蕾妮, 彩虹护卫",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",“当你战斗的时候，你不会感到如此无助。”,,S04
20634,"帕门·克连恩, 紫衣卫帕门",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*/
*不能与彩虹护卫单位同时出现在军队里。*",“不要仅仅因为他外套上的紫李子就低估了他的坚韧。”,,2021
20635,"埃蒙·库伊, 黄衣卫埃蒙",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*/
*不能与彩虹护卫单位同时出现在军队里。*",“离他远点，你这个卑鄙的家伙！”,,2021
20636,"罗拔·罗伊斯, 红衣卫罗拔",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*/
*不能与彩虹护卫单位同时出现在军队里。*",“次子须尽其所能追寻荣耀，直至厌倦比武方算成熟。”,,2021
20637,"古德·莫里根, 绿衣卫古德",,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*/
*不能与彩虹护卫单位同时出现在军队里。*",“他唯一的愿望就是指挥先锋队。”,,2021
20701,"卓戈·卡奥, 伟大的卡奥",,,,“多斯拉克人只追随强者。”,,2021-S02
20702,"乔拉·莫尔蒙, 维斯特洛战术家",,,,“宣誓为您效力，奉行您一切旨意，牺牲性命，再所不辞。至死不渝。”,,2021
20703,"乔拉·莫尔蒙, 被流放的骑士",,,,“我做了一些连我自己都羞于启齿的事……最后，它让我失去了一切。”,,2021-S03
20704,尖啸者·寇,,,*仅能附加至坦格利安单位。*,,,2021
20705,哨卫骑·寇,,,*仅能附加至坦格利安单位。*,,,2021
20706,无垢者军官,,,,,,2021-S02
20707,"巴利斯坦·赛尔弥, 无畏的",,,,“我既生为一名骑士，也要死得像个骑士。”,,2021-S02
20708,"贝沃斯, 老练的角斗士",,,,“ 陷于恶战，以求善终。壮汉贝沃斯不齿尖叫着而死。”,,S04
20709,"乔拉·莫尔蒙, 忏悔的叛徒",,,*乔拉仅可以附加至包含丹妮莉丝·坦格利安的单位中，且无视常规附属限制。*,“他对我撒谎，并告发了我，但他也爱我，他总是会给我很好的建议。”,,2021-S03
20710,"乔拉·莫尔蒙, 安达尔人",,,,“每个人心中都有一只野兽， 当你把剑或矛交给那个人，让他去打仗时，野兽就会活跃起来。”,,2021-S03
20711,"贝沃斯, 壮汉",,,,“我让每个人都砍我一刀，然后再杀他。数数一道道的伤疤，你就会知道斯贝沃斯杀了多少人。”,,2021-S03
20712,"灰虫子, 无垢者指挥官",,,,“我不和女王的敌人讲和。我只诛杀女王的敌人。”,,2021
20713,"灰虫子, 重获自由",,,,“灰虫子这名字是‘风暴降生’丹妮莉丝解放他那天起的。”,,2021
20714,"丹妮莉丝·坦格利安, 龙之母",,,,“我是真龙血脉，如果龙是怪物，我也是。”,,2021-S02
20715,"丹妮莉丝·坦格利安, 弥林女王",,,,“如果不是为了保护那些无力自保的人，为什么诸神要立国王和王后呢？”,,2021-S03
20716,"达里奥·纳哈里斯, 鲁莽的佣兵",,,,“没有爱过一个女人，没有杀死一名对手，没有吃上一顿美餐，我便不算是活过一天。”,,2021
20717,"达里奥·纳哈里斯, 暴鸦团团长",,,,“他毕竟只是个佣兵，也就是说，恬不知耻。”,,2021
20718,暴鸦团副官,,,,,,2021
20719,"拉卡洛, 血盟卫",,,,“正如你所说，我是，吾血之血。”,,2021
20720,"柯索, 血盟卫",,,*你的军队不可以包含“卓戈的血盟卫“ 单位。*,“按多斯拉克习俗，血盟卫与他的卡奥同生共死……”,,2021
20721,"科霍罗, 血盟卫",,,*你的军队不可以包含“卓戈的血盟卫“ 单位。*,“他们更是卡奥的手足兄弟、他的影子、他最剽悍的朋友。”,,S04
20722,"哈戈, 血盟卫",,,*你的军队不可以包含“卓戈的血盟卫“ 单位。*,“卓戈与他们互以‘吾血之血’相称，事实也的确如此，他们共享同一生命。”,,2021-S01
20723,"弥丽·马兹·笃尔, 怨恨的治疗师",,,弥丽无视常规的附属限制。,“你知道代价的。”,,2021
20724,"弥桑洛, 无垢者队长",,,,“正是他们的纪律使他们变得危险。”——提利昂·兰尼斯特,,2021
20725,"斯卡拉茨·莫·坎塔克, 无情的吉斯卡利人",,,,“据说，圆颅党会把他们拿去喂你的龙。”,,2021
20726,"斯卡拉茨·莫·坎塔克, 圆颅大人",,,,“在这场比赛结束前，我们将会辜负你老人家的荣誉。”——斯卡拉茨对巴利斯坦·赛尔弥说道,,2021
20727,"弥桑洛, 龙之母仆从军团指挥官",,,,“无垢者有比力量更好的东西...他们拥有纪律。”,,2021-S03
20728,兽面军队长,,,,,,2021
20801,"阿莎·葛雷乔伊, 海怪之女",,,,“我理当成为巴隆的继承人。”,,2021-S03
20802,"阿莎·葛雷乔伊, 黑风号船长",,,,“不试一试怎么知道毫无希望？”,,2021-S03
20803,"维克塔利昂·葛雷乔伊, 铁舰队总司令",,,,“如果需要的话，我可以驾驶铁舰队前往地狱。”,,S04
20804,"维克塔利昂·葛雷乔伊, 无敌铁种号船长",,,,“巫师也许很好，但血与钢才能赢得战争。”,,2021-S03
20805,掠夺者队长,,,限制: *你的军队至多包含2名掠夺者队长。本附属只能附加至葛雷乔伊单位中，无视常规的附属限制。*,,,2021-S02
20806,战誓,,,,,,2021
20807,"席恩·葛雷乔伊, 弑亲者",,,,“我父亲把我裹在一件绣有海怪图案的斗篷里，而不是一只冰原狼。”,,2021-S03
20808,"席恩·葛雷乔伊, 北国僭主",,,,“你父亲大人做了他力所能及的一切来驯化席恩，可惜是太少也太迟了……”,,2021-S03
20809,"科尔, 阿莎的拥护者",,,*当添加至一个包含阿莎·葛雷乔伊的单位中时，本附属无视常规的附属限制。*,“如果你喜欢阴影之地，那就回去吧。”——科尔对攸伦·葛雷乔伊说道,,2021-S02
20810,"科尔, 少女",,,,“……能把他和其他那么多科尔加以区别的方法，更多是鉴于他光滑的脸蛋。”,,2021-S02
20811,"纽特, 理发师",,,,“荣耀虽好，但黄金更好。”,,S04
20812,"攸伦·葛雷乔伊, 派克岛掠夺者之首",,,,“巴隆是个疯子，伊伦也是，而攸伦比他们两个都疯狂。”,,2021
20813,"巴隆·葛雷乔伊, 海怪王",,,,“我付出铁钱，亲自夺取，就和五千年前的‘血手’乌伦一样。”,,2021-S03
20814,"攸伦·葛雷乔伊, 鸦眼",,,,“我是风暴，大人。既是初生，也是终末。”,,2021-S03
20815,"艾里·艾枚克, 破砧者",,,,“艾枚克国王，是的，我喜欢这种叫法。来吧，跟我说吧。艾枚克！破砧者艾枚克！艾枚克国王！”,,2021-S03
