Id,Translated Name,,,Requirement,Quote,,Version
20127,"亞當•馬爾布蘭, 值得信賴的封臣",,,,"""我很高興能有這個機會用我的劍來對付這個史塔克家的小子。""",,S04
20128,"勞勃•斯壯爵士, 沉默的巨人",,,*不能與格雷果•克里岡同時出現在軍隊中。只能加入有科本或托曼•拜拉席恩的軍隊中。*,"""我們甚至不知道他是否還活著?""-凱馮•蘭尼斯特",,2021
20129,"亞當•馬爾布蘭, 都城守備隊長",,,,"""就像詹姆一樣，他是那種別人都喜歡追隨的人。""-提利昂•蘭尼斯特",,2021-S02
20130,"凱馮•蘭尼斯特, 全境守護者",,,,"""有很多像你一樣的好人正在為邪惡的事服務著。""-瓦里斯",,S04
20131,大門守衛,,,,,,2021
20201,"羅柏•史塔克, 狼王",,,,"""男人應當言而有信，為人君者更當如此。""",,2021-S03
20202,"大瓊恩•安柏, 最後壁爐堡伯爵",,,,灰風咬掉他的兩根手指，他卻哈哈大笑。,,S04
20203,安柏勇士,,,,,,2021
20204,誓言劍士隊長,,,,,,2021
20205,"大瓊恩•安柏, 勇猛的封臣",,,,"""你父親曾對我說過，大瓊恩是他平生所見最勇猛無畏的人。""",,2021-S01
20206,"羅柏•史塔克, 少狼主",,,,"""一把劍唯有試過之後才知道其鋒利程度。""",,2021
20207,"布蘭與阿多, 看守與保護者",,,,"""阿多，阿多阿多。""
""你是對的，這看來似乎很危險。""",,2021-S01
20208,"布林登•徒利, 黑魚",,,,"""凱特，我作戰的首要原則，就是絕不讓對手稱心如意。""",,2021-S02
20209,"布林登•徒利, 不屈騎士",,,,"""抬起你的眼睛，你會看到冰原狼的旗幟仍在我們城牆上飄揚!""",,2021
20210,"艾德•史塔克, 臨冬城公爵",,,,"""去了解這些追隨你的人，並讓他們了解你。別讓你的部下為了一個陌生人而死。""",,2021
20211,"羅德利克•凱索, 軍隊教頭",,,,"""以後的事，誰也說不準阿。""",,2021
20212,澤地人守望者,,,,,,2021
20213,"梅姬•莫爾蒙, 母熊",,,,"""梅姬是個上了年紀的老怪物，固執、任性、脾氣又差。""",,2021
20214,"布林登•徒利, 先鋒滲透者",,,,"""沒人比布林登更了解北境的土地。""",,2021-S02
20215,"布林登•徒利, 邊境指揮官",,,,"""如若今日議和，卸甲歸田，明日又得鍛造武器，重返戰場，這是沒有意義的。""",,2021
20216,"梅拉•黎德, 狡猾的獵手",,,,"""泥人們都鬼鬼祟祟，不向正派一樣光明正大的戰鬥。""-佛雷家的男孩",,2021-S01
20217,"玖健•黎德, 綠之視野",,,,"""我們將灰水望的忠誠獻給臨冬城的主人。我們將爐火、心靈和收藏都奉獻給您。""",,2021
20218,"西利歐•佛瑞爾, 布拉佛斯首席劍士",,,*僅能加入有艾德˙史塔克或艾莉亞˙史塔克小狼女的軍隊中。*,"""我的嘴巴騙人，但我的眼睛和手說的都是真話，只是你視而不見。""",,2021
20219,"瑞肯•史塔克, 臨冬城王子",,,,"""我們去找毛毛狗吧?""",,2021
20220,"歐莎, 矛婦守護者",,,*僅能加入有瑞肯˙史塔克的軍隊中，且必須附屬至他的單位，忽略常規的附屬限制*,"""我親眼見過巨人，還聽過森林之子的事蹟，說道白鬼……。""",,2021
20222,莫爾蒙老兵,,,,,,2021-S02
20223,澤地人求生者,,,,,,2021
20224,臨冬城守護者,,,,,,2021
20225,"霍蘭•黎德, 澤地領主",,,,"""你從沒見過他們，但他們注視著你。那些跟在他們身後進入沼澤的人都有去無回。""",,2021
20226,忠誠軍隊長,,,,,,2021
20227,"瑞卡德•卡史塔克, 復仇的封臣",,,,"""羅柏，別搞錯了-他們是你的封臣，不是你的朋友。""-凱特琳•史塔克。",,2021
20228,"瑞卡德•卡史塔克, 卡霍城伯爵",,,,"""打仗就是要死人的。你老爸沒教過你嗎，小子?""",,2021
20229,"梅姬•莫爾蒙, 熊島女爵",,,,"""依我看，我妹妹此刻也應該帶著她那群女兒，穿著男人的盔甲，加入你兄弟的軍隊去了南方。""-傑奧•莫爾蒙對瓊恩•雪諾說到。",,S04
20301,"托蒙德 巨人剋星, 雷拳",,,,"""對我來說像他這樣的人做為朋友會很可靠，作為敵人則相當可怕。""",,S04
20302,"托蒙德 巨人剋星, 吹牛大王，吹號者，破冰人",,,,"""現在把蜜酒拿來!""",,2021-S02
20303,"曼斯•雷德, 塞外之王",,,,"""我是我自己的冠軍、自己的傻瓜、自己的豎琴師。""",,S04
20304,掠奪者領隊,,,,,,2021
20305,穴居野人首領,,,,,,2021
20306,矛婦女族長,,,,,,2021
20307,易形者,,,,,,S04
20308,鷹,,,*此模型只能被締結的易形者所使用。*,,,2021
20309,狼,,,*此模型只能被締結的易形者所使用。*,,,2021
20310,斯迪的精銳,,,,,,2021-S01
20313,"斯迪, 瑟恩人的馬格拿",,,,"""對瑟恩人來說，馬格拿與其說是人，不如說是一位活生生的神。""",,2021
20314,駭骨勇士,,,,,,2021
20315,"響骨衣, 駭骨之王",,,,"""響骨衣即便是一天洗一百次手，他的指甲裡還是會有血。""",,2021-S03
20316,"響骨衣, 無情的屠殺者",,,,"""一個小個子，惡毒，狡詐，他既愚笨又殘忍。""",,2021
20317,"哈瑪, 先鋒指揮官",,,,"""我會用他的頭來裝飾我的旗幟，叛徒比狗還壞。""",,2021
20318,"哈瑪, 狗頭",,,,"""每兩周就有一條新狗，一面新旗幟。""",,2021
20319,哈瑪的掌旗手,,,*僅能加入有哈瑪的軍隊中。此模型忽略常規的附屬限制*,"""她討厭狗就像她討樣烏鴉一樣。""",,2021-S03
20320,"哭泣者, 駭人的屠夫",,,,"""把眼睛挖掉，這是哭泣者的傑作。瞎烏鴉才是好烏鴉，這是他的口頭禪。""",,2021-S03
20321,"哭泣者, 殘酷的暴君",,,,"""哭泣者不會發誓，也不會穿上黑衣，就連其他的掠奪者也不信任他。""",,2021-S01
20322,"耶格蕊特, 矛婦弓箭手",,,,"""人們不能占有土地，正如他們不能站有海洋和天空。""",,2021
20323,"賈爾, 先鋒掠奪者隊長",,,,"""長城會保護自己。""",,2021-S02
20324,海象部落酋長,,,,,,2021-S01
20325,"大海象, 霜雪淬煉的",,,,"""哈呼。""",,S04
20326,"瓊恩•雪諾, 加入的烏鴉",,,,"""男人就是男人，女人就是女人，不管我們出生在長城的哪一邊。""-瓦邇公主",,2021
20328,"波羅區, 易形者",,,,"""那麼你要去哪呢?烏鴉?和你的白色大狗一起藏在黑城堡裡嗎?""",,2021-S01
20329,"大海象, 冰封海岸首領",,,,"""一個野蠻民族，男人們差勁，女人們更糟糕。""-托蒙德•巨人剋星",,2021-S02
20401,恐怖堡隊長,,,,,,2021
20402,"拉姆斯•雪諾, 波頓家的私生子",,,,"""波頓先生。告訴你，我老婆啃手指之前，居然敢叫我雪諾。""",,2021
20403,"拉姆斯•雪諾, 虐待狂",,,,"""裸體的人少有秘密，但被剝皮的人沒有祕密。""",,2021
20404,"席恩•葛雷喬伊, 臭佬",,,*僅能加入有拉姆斯‧雪諾的軍隊中，且必須附屬在他的單位。忽視常規的附屬限制。*,"""我不是席恩，不是那個叛徒，他已經死在臨冬城了。我的名字是臭佬!""",,2021-S01
20406,"布蕾妮, 塔斯的處女",,,,"""真正的騎士誓死保護弱者，把他人的性命擺在自己的之前。""",,2021-S02
20407,"波隆, 傭兵",,,,"""我是個傭兵，可不是聖人。""",,2021
20408,波頓剝皮者,,,,,,2021
20409,"瓦格•霍特, 赫倫堡的山羊",,,,"""山羊是赫倫堡的領主，而赫倫堡的領主從不討價還價。""",,2021-S03
20410,"瓦格•霍特, 殘廢者",,,,"""泰溫公爵到底養了多少怪物?""",,2021
20411,"達里奧•納哈里斯, 暴鴉團團長",,,,“他畢竟只是個傭兵，也就是说，僅止於此。”,,2021
20412,"達里奧•納哈里斯, 魯莽的傭兵",,,,“沒有愛過一個女人，沒有殺死一個對手，沒有吃上一頓盛宴，我便不算是活著。”,,2021
20413,"賈昆, 赫加爾，無名者",,,,"""凡人皆有一死。""",,2021
20414,暴鴉團隊長,,,,,,2021
20415,"盧斯•波頓, 水蛭大人",,,,"""心存畏懼，才能使人在這個充滿謊言與背叛的世界生存。""",,2021
20416,財富追尋者,,,,,,2021
20417,榮耀追尋者,,,,,,2021-S02
20418,黃金團指揮官,,,,,,2021-S03
20419,里斯水手長,,,,,,2021
20420,艾莉亞•史塔克，流亡的公主,,,*僅能加入有桑鐸•克里岡，流亡的保鑣的軍隊中。*,“那天夜裡，少了一個憎恨的名字。”,,2021
20421,桑鐸•克里岡，流亡的保鑣,,,,“狗變壞，錯在主人。” -凱馮•蘭尼斯特,,2021
20422,羅爾傑，鹽場鎮的瘋狗,,,,"""你想要一個和我一樣的鼻子?來跟我決鬥吧，你將會得到一個。""",,2021
20423,尖牙，羅爾傑的瘋狗,,,*僅能加入有羅爾傑的軍隊中。*,"""他的舌頭已被割除，除了發出嘶嘶的聲音外，他不會說話。""",,2021
20424,喬金，暴鴉團隊長,,,,"""暴鴉團並非孤身作戰。""-普蘭達",,2021
20425,鰥夫，暴鴉團隊長,,,*僅能加入有喬金，暴鴉團隊長的軍隊中。*,"""暴鴉團根本靠不住。""-丹妮莉絲•坦格利安",,2021
20426,喬金，弓箭隊隊長,,,,"""五百名忠誠度不明的僱傭兵。""-喬拉•莫爾蒙",,2021
20427,鰥夫，二把手,,,*僅能加入有喬金，弓箭隊隊長的軍隊中。*,"""我信任我所有的手下，不過僅止於在我口水能吐到的範圍。""-達里奧•納哈里斯",,2021
20501,"傑奧•莫爾蒙, 第997任守夜人總司令",,,,"""等哪天死人在夜裡大舉入侵，你覺得誰坐在鐵王座上還有什麼區別嗎?""",,2021-S03
20502,"瓊恩•雪諾, 第998任守夜人總司令",,,,"""我父親告訴我恐懼並不可恥，重要的是我們如何面對它。""",,2021-S02
20503,"瓊恩•雪諾, ""雪諾大人""",,,,"""他們真正信仰的神明是榮譽與責任。""",,2021-S02
20504,守夜人隊長,,,,,,2021-S02
20505,守夜人招募員,,,,,,2021
20509,"艾里沙•索恩, 軍隊教頭",,,,"""等冬天一到，你們全都會如同蒼蠅般的死去。""",,2021-S03
20510,"艾里沙•索恩, 憤恨的監督者",,,,"""比你們艾里沙爵士還有幽默感的死人我見多了。""",,2021
20511,"唐納•諾伊, 黑城堡的防禦者",,,,"""一個獨臂鐵匠殺死了強壯的瑪格? 哈!那定是場激烈的戰鬥!""",,2021
20512,"格林, 大牛",,,,"""格林才是最醜的那個。""-派普",,2021-S03
20513,"派普, 猴子",,,*派普僅能加入有格林的軍隊中，忽略常規的附屬限制。*,"""你比我醜多了。至少我沒有像蝙蝠一樣的耳朵。""-格林",,2021
20514,"斷掌柯林, 灰白的遊騎兵",,,,"""要不是為了保衛家園，我們又為何要披上黑衣?""",,S04
20516,"奧泰爾•亞維克, 偵查者",,,,"""挑選你要的人。這樣就不是我了。""",,2021
20517,弩炮改良(奧泰爾•亞維克),,,*此卡僅能加入有奧泰爾˙亞維克的軍隊中。此卡附屬至一個友方工匠蠍弩隊單位。你可以忽略工匠蠍弩隊的限制規則。*,,,2021
20518,資深工匠,,,,,,2021
20519,游騎兵堅兵,,,,,,2021
20520,守夜人統領,,,限制：*你的軍隊中只能有至多2個守夜人統領。*,,,2021
20521,弩炮改良(工匠),,,*此卡僅能加入至少包含1個資深工匠的軍隊中。此卡附屬至一個友方工匠蠍弩隊單位。*,,,2021
20522,"奧泰爾•亞維克, 首席工匠",,,,"""很少有人擁有首席工匠的知識與技能。""",,2021-S02
20523,"班揚•史塔克, 長城之狼",,,,"""守夜人是一群視死如歸的誓言兄弟，我們沒有家庭羈絆。""",,2021
20524,"冷手, 神秘的嚮導",,,*不能加入有班揚˙史塔克的軍隊中。*,"""他們在很久前殺了他。""",,2021-S02
20525,"山姆威爾•塔利, 異鬼殺手山姆",,,,"""我在長城以外打過仗，現在他們叫我""異鬼殺手""山姆。""",,2021
20526,"冷手, 過去的烏鴉",,,*不能加入有班揚˙史塔克的軍隊中。*,"""死肉，乾掉的血，還帶點腐爛的味道，而且很冷。全身冰涼。""",,2021
20527,"班揚•史塔克, 首席遊騎兵",,,,"""長城上沒人比班揚•史塔克更熟悉異鬼森林了。""",,2021-S03
20528,"卡特•派克, 鐵種弟兄",,,,"""…...如果你搞砸了，我會把你的肝臟挖出來，和洋蔥一起生吃。""",,2021
20529,"尤倫, 苛刻的招募員",,,,"""這回我弄到三十個人，男女老少全都帶回去守長城……。""",,2021
20530,"紗丁, 總司令的事務官",,,*紗丁忽略常規的附屬限制。*,"""不管紗丁在舊鎮做了些什麼，他現在是我們的兄弟了。""-瓊恩•雪諾",,2021-S02
20531,"紗丁, 勇敢的徵召兵",,,*紗丁忽略常規的附屬限制。*,"""在黑城堡待了半年，他的手段變強硬了……不過，他是否有勇氣面對即將到來的事情……""",,2021
20532,"艾迪森•托勒特, 憂鬱的艾迪",,,,"""一但他們想出辦法去處理一匹死馬，我們就是下一個。我也很可能是第一個。""",,2021-S03
20533,"班揚•史塔克, 長城外的",,,,"""三年沒見班揚•史塔克了。但說實話，我一點也不想念他。""-卡斯特",,S04
20534,"卡特•派克, 東海望司令官",,,,"""卡特•派克總是膽大包天。""-曼斯•雷德",,2021
20535,"丹尼斯•梅利斯特爵士, 影子塔司令官",,,,"""別讓我後悔而死。""",,2021-S02
20601,"藍禮•拜拉席恩, 有魅力的繼承人",,,,"""藍禮像極了他的兄長勞勃，而與史坦尼斯判若雲泥。""",,2021
20602,"史塔尼斯•拜拉席恩, 正統繼承人",,,,"""國王沒有朋友，只有臣民與敵人。""",,2021
20603,雄鹿騎士貴族,,,,,,2021-S03
20604,守望者菁英,,,,,,2021-S01
20605,"史坦尼斯•拜拉席恩, 唯一的真王",,,,"""他的繼承權名正言順……而且他絕不心軟。""-瓦里斯",,2021
20606,"戴馮•席渥斯, 國王的侍從",,,"效忠：**史坦尼斯•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""戴馮，你有個頭腦清醒的父親。""-史坦尼斯•拜拉席恩",,2021
20607,"戴佛斯•席渥斯, 黑水河的英雄",,,,"""他讓我覺得，我手下應該多幾個走私販，少幾個諸侯領主。""-史坦尼斯•拜拉席恩",,2021-S02
20608,"戴佛斯•席渥斯, 洋蔥騎士",,,"效忠：**史坦尼斯•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""走私販應該很能察言觀色。""-史坦尼斯•拜拉席恩",,2021
20609,"安德魯•伊斯蒙, 絕對忠誠的",,,"效忠：**史坦尼斯•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""即便在黑水河之戰後，他依然完全忠於唯一的真王。""",,2021
20610,"安德魯•伊斯蒙, 首席王黨騎士",,,,"""伊斯蒙家族對史坦尼斯的忠誠無庸置疑。""",,2021
20611,"藍禮•拜拉席恩, 風暴地的至高領主",,,,"""藍禮像極了他的兄長勞勃，而與史坦尼斯判若雲泥。""",,2021-S03
20612,"洛拉斯•提利爾, 百花騎士",,,,"""我絕不會背叛藍禮，無論言行。""",,2021-S02
20613,"洛拉斯•提利爾, 國王的侍從",,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*",洛拉斯就是提利爾家的人，連尿出來的都是玫瑰水。-瑟曦•蘭尼斯特,,2021-S02
20614,"布蕾妮, 藍衣護衛",,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""……布蕾妮只想為他而死。""-洛拉斯•提利爾",,2021
20615,"埃爾頓•伊斯蒙, 綠石堡伯爵",,,,"""要活到像他一樣的歲數需要一定程度的狡猾。""",,2021-S02
20617,紅袍女祭司,,,"效忠：**史坦尼斯•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*",,,2021-S01
20618,長槍兵隊長,,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*",,,2021
20619,荊棘哨衛,,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*",,,2021
20620,龍石島貴族,,,"效忠：**史坦尼斯•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*
*你的軍隊中只能有至多2個龍石島貴族。*",,,2021
20621,"亞賽爾•佛羅倫, 狂熱的擁戴者",,,"效忠：**史坦尼斯•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""一片土地，一位神明，一個國王!""",,2021
20622,"亞塞爾•佛羅倫, 首席后黨騎士",,,,"""史坦尼斯•拜拉席恩將坐上鐵王座。我看到了，我知道該怎麼做。""",,2021
20623,"科塔奈•龐洛斯, 忠誠的戰術家",,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""願世人唾棄你的光之王!""",,S04
20624,"科塔奈•龐洛斯, 風息堡城主",,,,"""一個固執的人""-戴佛斯•席渥斯",,S04
20625,"史坦尼斯˙拜拉席恩, 絕境長城上的國王",,,,"""頭上的金冠冰冷而沉重，但只要我還是國王的一天，我就有職責……""",,2021
20626,"拜蘭˙法林, 國王的侍從",,,"效忠：**史坦尼斯•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""侍從們戴著披肩、長劍，以及秘密。""",,2021
20627,"朱斯丁˙馬賽, 狡詐的追隨者",,,"效忠：**史坦尼斯•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""我自己，我寧願活著看到另一個春天。""",,2021-S03
20628,"朱斯丁˙馬賽, 滿面堆笑的",,,,"""我不需要你的理解，只需要你的服從。""-史坦尼斯•拜拉席恩",,2021
20629,"戴爾˙席渥斯, 海靈號船長",,,"效忠：**史坦尼斯•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""作為我兒子們的父親，我試圖幫助他們在這個世上佔有一席之地。""-戴佛斯",,2021-S02
20630,"藍禮˙拜拉席恩, 南境之王",,,,"""難怪貴族們願意聚集在他的周圍，她心想，他是如此的熱情，他有勞勃的風範。""-凱特琳•史塔克的想法",,2021
20631,"洛拉斯˙提利爾, 彩虹護衛隊長",,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""在他所有的鮮花與華麗服飾下，洛拉斯爵士有著和詹姆•蘭尼斯特一樣的暴躁脾氣。""-培提爾•貝里席",,2021
20632,"布萊斯˙卡倫, 橙衣衛布萊斯",,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*/*不能加入有彩虹護衛單位的軍隊中。*","""那些愛戴藍禮的人為何不和你站在一邊?""-柯塔奈•龐洛斯",,2021-S03
20633,"布蕾妮, 彩虹護衛",,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*","""當你戰鬥的時候，你不會感到如此無助。""",,S04
20634,"帕門˙克連恩, 紫衣衛帕門",,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*/
*不能加入有彩虹護衛單位的軍隊中。*","""不要僅僅因為他外套上的紫李子就低估了他的堅韌。""",,2021
20635,"埃蒙˙庫伊, 黃衣衛埃蒙",,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*/*不能加入有彩虹護衛單位的軍隊中。*","""離他遠點，你這個卑鄙的傢伙!""",,2021
20636,"羅拔˙羅伊斯, 紅衣衛羅拔",,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*/*不能加入有彩虹護衛單位的軍隊中。*","""次子必須盡其所能地追尋榮耀。一個人會因為厭倦了比武而成熟。""",,2021
20637,"古德˙莫里根, 綠衣衛古德",,,"效忠：**藍禮•拜拉席恩**
*你的軍隊不能加入不同效忠對象的單位或附屬。*/*不能加入有彩虹護衛單位的軍隊中。*","“他唯一的願望就是指揮先鋒隊。""",,2021
20701,"卓戈 卡奧, 偉大卡奧",,,,"""多斯拉克人只追隨強者。""",,2021-S02
20702,"喬拉•莫爾蒙, 維斯特洛戰術家",,,,“我宣誓為您效命，無論如何將遵從您的號令，奉獻生命，萬死不辭。”,,2021
20703,"喬拉•莫爾蒙, 被放逐的騎士",,,,“我做了連我自己都羞於啟齒的事…最後，它還讓我失去了一切。”,,2021-S03
20704,嘯吼 寇,,,*僅能加入坦格利安的單位。*,,,2021
20705,先鋒 寇,,,*僅能加入坦格利安的單位。*,,,2021
20706,無垢者指揮官,,,,,,2021-S02
20707,"巴利斯坦•賽爾彌, 無畏的",,,,"""我既為一名騎士，也該死得像名騎士。""",,2021-S02
20708,"貝沃斯, 資深角鬥士",,,,“ 限於惡戰，死得其所。強壯的貝沃斯不齒他們慘叫著而死。”,,S04
20709,"喬拉•莫爾蒙, 懺悔的背叛者",,,*喬拉**僅能**附屬到有丹妮莉絲˙坦格利安的單位中。他忽視常規的附屬限制。*,"""他對我撒謊，並告發了我，但他也愛我，他總是給我很好的建議。""",,2021-S03
20710,"喬拉•莫爾蒙, 安達爾人",,,,"""每個人心中都有一頭野獸，當你把長劍或長矛交給那個人並讓他去打仗時，那頭野獸就會活躍起來。""",,2021-S03
20711,"貝沃斯, 強壯的",,,,"""我在每個人被我殺死前砍我一刀。細數每一道疤痕，你就會知道強壯的貝沃斯到底殺了多少人。",,2021-S03
20712,"灰蟲子, 無垢者指揮官",,,,"""我不和女王的敵人講和。我只誅殺女王的敵人。""",,2021
20713,"灰蟲子, 受真龍解放之人",,,,"""灰蟲子這個名字是在""暴風降生""丹妮莉絲解放他那天起的。",,2021
20714,"丹妮莉絲•坦格利安, 龍之母",,,,"""我是真龍的血脈，如果龍是怪物，那我也是。""",,2021-S02
20715,"丹妮莉絲•坦格利安, 彌林女王",,,,"""如果不是為了保護那些無力自保的人們，為何諸神要立王立后呢?""",,2021-S03
20716,"達里奧•納哈里斯, 魯莽的傭兵",,,,“沒有愛過一個女人，沒有殺死一個對手，沒有吃上一頓盛宴，我便不算是活著。”,,2021
20717,"達里奧•納哈里斯, 暴烏團團長",,,,“他畢竟只是個傭兵，也就是说，僅止於此。”,,2021
20718,暴鴉團隊長,,,,,,2021
20719,"拉卡洛, 血盟衛",,,,"""遵命，吾血之血。""",,2021
20720,"柯索, 血盟衛",,,"*不能加入有""卓戈的血盟位""單位的軍隊中。*",“按照多斯拉克人的習俗，血盟衛與他的卡奥同生共死…”,,2021
20721,"科霍羅, 血盟衛",,,"*不能加入有""卓戈的血盟位""單位的軍隊中。*",“他們是卡奥的手足兄弟、他的影子、他最剽悍的戰友。”,,S04
20722,哈戈•血盟衛,,,"*不能加入有""卓戈的血盟位""單位的軍隊中。*",“卓戈與他們以‘吾血之血’相稱；他們生死與共。”,,2021-S01
20723,"彌麗˙馬茲˙篤爾, 怨恨的治療師",,,*彌麗忽略常規的附屬限制。*,"""你知道代價的。""",,2021
20724,"彌桑洛, 無垢者隊長",,,,"""正是紀律使他們變得危險。”
—提利昂˙蘭尼斯特",,2021
20725,"斯卡拉茨˙莫˙坎塔克, 無情的吉斯卡",,,,“據說，圓顱黨會把他們拿去餵你的龍。”,,2021
20726,"斯卡拉茨˙莫˙坎塔克, 圓顱大人",,,,"“在這場遊戲結束前，我們將會辜負您老人家的榮譽。”
—斯卡拉茨隊巴利斯坦˙赛爾彌說道",,2021
20727,"彌桑洛, 龍之母僕從軍團指揮官",,,,"""無垢者有比力量更好的東西…他們有紀律。""",,2021-S03
20728,獸面軍隊長,,,,,,2021
20801,"阿莎•葛雷喬伊, 海怪之女",,,,"""我理當成為巴隆的繼承人。""",,2021-S03
20802,"阿莎•葛雷喬伊, 黑風號船長",,,,"""不放手一搏如何知道毫無希望…""",,2021-S03
20803,"維克塔利昂•葛雷喬伊, 鐵船長",,,,"""如果需要的話我可以領著鐵艦隊航向地獄。""",,S04
20804,"維克塔利昂•葛雷喬伊, 無敵鐵種號船長",,,,"""巫師或許也很好，但血與鐵才能夠贏得戰爭。""",,2021-S03
20805,劫掠隊長,,,限制：*你的軍隊中只能有至多2個劫掠隊長。此附屬僅能加入葛雷喬伊單位，但忽略常規的附屬限制。*,,,2021-S02
20806,誓言戰士,,,,,,2021
20807,"席恩•葛雷喬伊, 弒親者",,,,"""我父親把我裹在一件繡有海怪圖樣的斗篷裡，而不是一頭冰原狼。""",,2021-S03
20808,"席恩•葛雷喬伊, 臨冬城""王子""",,,,"""你的父親大人已竭盡所能地來馴化席恩，可惜太少也太遲了……""",,2021-S03
20809,"科爾, 阿莎的勇士",,,*當加入有阿莎•葛雷喬伊的單位時，此附屬忽視常規的附屬限制。*,"""如果你喜歡陰影之地，那就回去吧。""-攸倫•葛雷僑伊",,2021-S02
