Id,Translated Name,Attack 1,Attack 2,Requirement,Quote,Lore,Version
10701,多斯拉克嘯吼武士,嘯吼者的亞拉克彎刀,,,,作為斥侯，多斯拉克先鋒騎手在他們家鄉的土地上鮮少有敵手，但一旦發生戰鬥，他們真正的威脅也就隨之體現：來自馬背上的遠程火力。正如同典型的弓箭手總是困擾著行動緩慢的部隊，多斯拉克人有著能夠從遠距離發起攻擊，接著在馬背上轉進如風的強大能力，唯有快速的騎兵或弓箭手單位能夠與之抗衡。即便如此，先鋒騎手仍應該注意保持自身的機動性。,2021-S03
10702,多斯拉克先鋒騎手,先鋒之弓,先鋒利刃,,,作為斥侯，多斯拉克先鋒騎手在他們家鄉的土地上鮮少有敵手，但一旦發生戰鬥，他們真正的威脅也就隨之體現：來自馬背上的遠程火力。正如同典型的弓箭手總是困擾著行動緩慢的部隊，多斯拉克人有著能夠從遠距離發起攻擊，接著在馬背上轉進如風的強大能力，唯有快速的騎兵或弓箭手單位能夠與之抗衡。即便如此，先鋒騎手仍應該注意保持自身的機動性。,2021-S03
10703,多斯拉克老兵,短弓,亞拉克彎刀,,,卓越的多斯拉克騎術在多斯拉克老兵身上達到了頂峰。刀弓嫻熟的老兵在發起野蠻的衝鋒前會先用致命的箭矢削弱獵物的力量，接著用鋒利的亞拉克彎刀朝敵人左右開弓。即便多斯拉克人已經擁有精湛的騎術，老兵們卻將這個技能提升到難以想像的高度，即使是在最激烈的混戰中，騎手和坐騎也都能夠精確的移動。,S04
10704,"喬拉˙莫爾蒙, 流浪騎士",軍用長劍,,,"*""鬼魂，隨處可見。不論走到哪裡，他們都不離不棄。""*",無論人們如何看待喬拉˙莫爾蒙爵士的個人經歷或曲折過去，他的武藝都為他贏得了多斯拉克人的尊敬，而這絕非易事。作為一名參加過多場戰役的老兵以及戰後的傭兵，他專業的眼光可以快速找出敵方隊伍中的弱點，讓附近的部隊利用。喬拉爵士更傾向於在戰鬥中保持騎乘狀態，而他精湛的馬術也超越了許多西方的戰士。,2021-S03
10705,無垢者劍兵菁英,無垢者戰技,,,,只有三分之一的無垢者能夠在殘酷的訓練過程中存活下來。這支可怕的閹人軍團以他們卓越的單兵戰技和不可動搖的堅定紀律聞名於世。雖然無垢者個人的體能不能夠與西方士兵匹敵，但他們感受不到疼痛，擅長在出奇不意地打擊敵人。任何低估無垢者矮小體格和怪異行為的作法無疑是條通往墳墓的捷徑。,2021-S01
10706,無垢者長槍兵,長槍方陣,,,,雖然無垢者槍兵依照西方的標準是穿著輕裝盔甲，但他們依照古吉斯帝國的教義，步調一致的列隊作戰。無垢者的長槍方陣被盾牌環環緊扣，在騎兵的衝鋒下幾乎是堅不可摧的，即便是更加靈活的步兵也很難以穿越這長槍構成的鐵壁。雖然想要出奇不易地襲擊這個單位是困難的，但指揮官更應該提防被他們給包圍。,2021
10707,卓耿,黯黑龍焰,,*只能加入有丹妮莉絲•坦格利安的軍隊中。*,,"卓耿是以丹妮莉絲˙坦格利安已故的丈夫卓戈卡奧命名的。牠的鱗片是純黑色的，長有血紅色的角和脊冠。牠的眼睛被描述成""燃燒的紅色凹坑""。雖然還沒有完全長大，卓耿的體型的體型(尤其是牠的性格)依然使牠成為這世上最危險的生物之一。擁有無可匹敵的移動力和烈焰吐息，卓耿可以在戰場上的任何地方殺死任何牠想殺死的生物。",2021-S02
10708,韋賽里昂,金黃龍焰,,*只能加入有丹妮莉絲•坦格利安的軍隊中。*,,"韋賽里昂是以丹妮莉絲˙坦格利安的兄長韋賽里斯命名的。牠時常被稱作白龍，但牠是奶油色的，有著金色的角和脊冠。牠的尖牙和利爪是閃亮的黑色，眼睛則是""熔金的水池""。雖然還沒有完全長大，但牠的體型依然使牠成為這世上最危險的生物之一。擁有無可匹敵的移動力和烈焰吐息，韋賽里昂可以在戰場上的任何地方殺死任何牠想殺死的生物。",2021-S02
10709,雷哥,碧綠龍焰,,*只能加入有丹妮莉絲•坦格利安的軍隊中。*,,"雷哥是以丹妮莉絲˙坦格利安的兄長雷加命名的。牠是一頭有著碧綠和青銅色的鱗片、漆黑的尖牙和利爪的龍，""牠的眼睛燃燒著熾熱的溫度，比打磨光滑的盾牌還要明亮""。雖然還沒有完全長大，但牠的體型依然使牠成為這世上最危險的生物之一。擁有無可匹敵的移動力和烈焰吐息，雷哥可以在戰場上的任何地方殺死任何牠想殺死的生物。",2021-S02
10710,多斯拉克赫拉卡,利爪與刀刃,,限制:*你的軍隊至多只能包含2隊多斯拉克赫拉卡。*,,只有最強大的卡拉薩才有辦法馴服多斯拉克海裡的大白獅。這些強大的野獸甚至可以與大名鼎鼎的史塔克冰原狼相媲美，而戰場上的赫拉卡同樣令人望而生畏。面對快速、致命，以及隱蔽的多斯拉克人，部隊們必須提防潛伏在暗處的赫拉卡從意想不到的地方突然襲擊。,S04
10711,暴鴉團劍舞者,快速打擊,,,,,S04
10712,暴鴉團弓箭手,傭兵長弓,護身短劍,,,,S04
10713,暴鴉團傭兵,傭兵長劍,,適應性：*減少此單位1個附屬的1點招募分數。*,,,S04
10714,解放民,臨湊武器,,,,當丹妮莉絲˙坦格利安橫掃厄索斯大陸時，她解放了成千上萬的奴隸。雖然她並沒有專門尋找戰鬥的部隊，但她的隊伍現已不缺乏兵力，被解放的奴隸和婦女們蒐集簡陋的刀具、叉子、鐮刀或粗製棍棒效忠於她。被解放的人們為數眾多，但缺乏訓練與紀律。他們能夠補充兵源，但別指望他們能夠守住戰線。,S04
10715,卓戈的血盟衛,亞拉克彎刀,,*只能加入有卓戈 卡奧的軍隊裡。他必須附屬在此單位中。*,,厄索斯大陸上的多斯拉克血盟位將鮮血與生命奉獻給他們的卡奧，成為他們忠誠的夥伴、貼身護衛和左膀右臂。血盟位的誓言是牢不可破的，他們誓死效忠自己的卡奧。柯霍羅、哈戈和柯索各個都是效忠於卓戈卡奧的獨立領袖，在戰場上與卡奧並肩作戰，他們是武藝精湛、戰力超群的戰士，能夠輕鬆地以一敵十。,S04
10716,獸面軍,雜亂軍械,,,,由丹妮莉絲•坦格利安建立的獸面軍，在偉大的奴隸城邦之一彌林的街道上巡邏。他們的名字來自於他們所配戴透過模具製成的大型貓科動物、猛禽，以及熊形象的青銅面具。他們的建構減輕了經常在巡邏時成為暗殺目標的無垢者的負擔。野獸們無所畏懼，他們在狹窄的巷道間衝向敵人，在近距離戰鬥中將其斬殺。,2021-S03
10717,奴隸鬥士,鬥士的武裝,,,,角鬥競技是最受歡迎，(同時也是最危險)的娛樂項目之一。由於這些被奴役的鬥士需要參加各種形式的戰鬥，即便他們缺乏正規的訓練和僅有雜亂劣質的武器，他們仍然必須做好完全的準備。在被丹妮莉絲解放後，他們宣誓效忠於她。即便他們缺少在正面戰場上的戰鬥經驗，敵方的指揮官最好還是不要低估這些非正規的戰士們。,2021
10801,鐵種劫掠者,劫掠戰斧,,,,在七國的海岸線上，惡名昭彰的鐵種掠奪者作為掠奪者和海盜而聞名。掠奪者們駕駛著讓在地平線上的人們看到都會心生恐懼的標誌性長船。儘管作為水手，鐵種們在船上也會身著輕型鱗甲。他們作為快速打擊部隊，而非訓練來對抗猛烈的突襲。指揮官們最好還是讓他們遠離前線。,2021-S03
10802,鐵種弓箭手,鐵種箭矢,護身短劍,,,由於是海上民族，鐵種並不懼怕溺水，他們的輕型鱗甲在不失機動性的情況下也提供了良好的保護。鐵種的弓箭手通常選自於掠奪者的部隊中，使得他們的近戰表現比其他的弓箭手更為優秀。即便如此，弓箭手們並不是近戰部隊，也應該保護他們避免被直接攻擊。,2021-S03
10803,哈爾洛家族收割者,月牙砍刀,,,,雖然鐮刀在戰爭中通常不是什麼有效的兵器，但惡名昭彰的哈爾洛家族收割者設計了一種長刃的重型月牙砍刀，也讓人想起它們駭人的家徽。收割者本身是一支以殘暴聞名的輕裝部隊。當敵人的士氣被徹底擊潰時，盔甲又有何用呢? 當論及在戰場上散佈恐懼時，無人能出其左右。,S04
10804,艾枚克鐵甲軍,戰鬥巨鎚,,,,"當需要一支專門的部隊時，來自艾枚克家族的重裝部隊時常成為鐵種戰線的絕對核心。他們厚重的熟皮甲上披覆著重型鎧甲，艾枚克家族的戰士們比其他鐵群島的戰士更能夠抵禦攻擊。即便如此，作為""重裝部隊""，直至獲得劫掠來的戰利品之前，艾枚克家族的鐵甲軍相當於標準的中型步兵部隊。",2021-S03
10805,鐵種捕獵者,倒鉤長矛,,,,燒殺擄掠是鐵種們在五王之戰當中最主要的動機。如他們所願，讓家族們為爭奪鐵王座而戰吧!鐵種有海岸線要掠奪、有財寶要搜刮、有人民要奴役。鐵種捕獵者擅長使用他們帶刺的長矛和纏繞的漁網來妨礙敵軍的戰士。即便裝備簡陋、武器粗造，捕獵者善用了他們的狡詰和非正規的工具弭補了這些缺點。,S04
10806,黑潮島精銳戰士,精工戰斧,,,,在眾多葛雷喬伊家族派去掠襲海岸線的戰士當中，最令人畏懼的是布萊克泰斯家族的黑潮精銳。當這些精銳戰士抵達海岸時會迅速的組成隊伍然後清除任何阻擋在他們前方的防禦工事和防禦單位。精銳戰士們身著鱗甲，手持精製鍛造的戰斧，揮舞著巨大的圓盾，他們是海怪旗下最強大的戰鬥部隊之一。,S04
10807,寂靜者,破甲大斧,,,,這些在海怪治下的人早已知曉襲擊和恐怖的形影不離。因此葛雷喬伊家族寂靜號戰艦上的船員全都是由啞巴組成。戰爭不是什麼大不了的事，但寂靜號的船員給戰場上添加了一股不尋常的沉寂。即便死亡，他們也沒有發出任何聲音。即使是紀律嚴明的部隊 也對這樣的人感到不安。儘管僅身著輕甲，他們打磨過的戰斧也能夠輕易地劈開厚重的板甲。,S04
10808,淹神信眾,棍棒,,,,淹神信眾僅以信仰為甲、海岸邊的枯木棍棒和廢棄物為武器，為海怪的追隨著們提供了出乎意料的有效支持。他們在戰場上象徵著淹神的祝福，支持著戰士們克服傷痛，更為奮力的去擊打敵人。即便他們為數不多，但淹神信眾的信仰使他們在承受致命打擊後依然能夠存活。,S04
10809,磐石海岸劫掠者,槍矛魚叉,,,,,2021
10901,馬泰爾長矛兵,軍用長矛,,,,在五王之戰中，一些大家族依靠重型護甲，而馬泰爾家族則依靠機動性和相互支持的原則。馬泰爾長矛隊的沙漠長袍外包裹著輕型護甲，這樣可以更好地在惡劣的環境中保持乾爽，同時保持高度的機動性。他們標誌性的長矛阻止了敵人的衝鋒，他們的訓練使他們能夠快速形成馬泰爾戰線的防禦壁壘。,2021
10902,砂地先鋒,先鋒之弓,先鋒利刃,,,馬泰爾家族的砂之先鋒把高機動性變成了刀鋒與箭雨的致命舞蹈。他們的輕甲使其擁有超凡的速度，可以與最快速的敵人匹敵，訓練讓他們擁有了致命的近戰技巧以及快速射出箭雨。如果在肉搏戰中被鎖定，散兵可以像任何輕裝部隊一樣獨立作戰，但明智的指揮官定會儘快派出增援部對。,2021
10903,陽戟城劍舞者,劍舞者利刃,,,,陽戟城劍舞者將馬泰爾家族的高機動性昇華成一門藝術。他們的訓練使他們能夠快速參與猛烈的攻擊，以及快速脫戰，以便為下一次的迅速攻擊選擇更合適的目標作準備。被這種戰術圍困的敵人往往被旋轉的刀刃、旋轉的舞動而驚慌失措，以至於他們會措手不及進行反擊。雖然劍舞者可以在肉搏戰中堅持一段時間，但他們最好還是保持機動的狀態。,2021
10904,陽戟城皇家衛隊,皇家長矛,,,,馬泰爾家族著名的陽戟城皇家衛隊雖然數量不多，但在整個維斯特洛大陸都是訓練有素的部隊之一。他們泛用性的風格同時適合進攻和防禦，雖然他們的護甲比大多數馬泰爾家族都厚重，但他們的身體素質卻能讓他們跟上節奏。作為馬泰爾尖兵中強大核心，皇家衛隊在馬泰爾部隊中沒有對手。,2021
10905,沙丘毒蛇,矛與網,,,,多恩的土地看似片一望無際的沙丘之海。但沙丘毒蛇將這片土地稱為家園，並且知道每一粒沙子的位置。憑藉著對地形的熟悉，他們十分擅長游擊戰，用網與長矛騷擾敵人，在進行最後一擊前誘捕敵人。與友軍搭配能夠發揮沙丘毒蛇的最佳戰力，必要時，他們也能夠獨自作戰。,2021
10906,星墜城先鋒騎兵,彎刀,,,,戴恩家族是多恩最強大的封臣家族，他們的家堡坐落於星墜城。他們以馬術聞名，為馬泰爾家族提供了數支騎兵部隊。星墜城先鋒騎兵是他們的輕裝騎兵部隊。他們專注於執行打帶跑戰術，並在該地區為友軍單位提供援助。在沙漠的陽光下，他們的紫色長袍是馬泰爾家族盟友樂見的標誌。,2021
10907,星墜城騎士,星墜騎槍,,,,在裝備和訓練軍隊時，氣候是一個重要的因素。多恩氣候炎熱，馬泰爾家族的封臣，戴恩家族的星墜城騎士的裝甲比大多數的重裝騎兵還要來得輕。然而，在缺少裝甲的情況下，他們的速度和機動性彌補了這一點，使得他們能夠從意想不到的方向打擊對手，在衝鋒時使用他們的騎槍造成毀滅性的效果。,2021
10908,暗黑之星隨從,彎刀,,,,,2021
11001,割喉者,無情肆虐,,,,雖然只有簡單的護甲和輕型裝備，但波頓割喉者沉浸在殘暴與冷酷的惡名當中，使他們即便不使用更為精良的武器也可以有效的對敵人造成恐慌。他們的尖刺狼牙棒能夠輕而易舉的消滅敵人，但更重要的是透過他們的殘暴帶給敵人更多的恐懼。波頓割喉者會玩弄倒下的敵人，或者對敵人來說更糟糕的是，把他們囚禁起來承受更多更痛苦的命運。,2021-S01
11002,黑衛隊,尖刺鏈枷,,,,波頓家族黑衛隊的冷酷無情是每個與他們對峙過的敵人都知道的事。他們兇殘的尖刺鏈枷使得重型的盾牌也不太起作用。作為波頓家族軍隊戰力中最強大的重裝步兵部隊，黑衛隊十分可靠，可以在戰場上佔據並堅守住任何崗位。,2021
11003,恐怖堡弓箭手,無情齊射,短劍,,,當談論到那些以最大限度製造恐慌及破壞的駭人戰爭手段時，只需要看看波頓家族就知道了。他們的恐怖堡射手會興奮的瞄準他們的敵人並射出野蠻的箭雨，全然不顧正在與敵人交戰的戰友。當然，一些友軍可能會受傷，但波頓家族骨子裡對於生命的漠視可不僅針對他們的對手。,2021
11004,野種母犬,追獵者之弓,尖牙與利刃,,,訓練有素的野種母犬善於追獵，最適合作為側翼或是追擊逃跑的敵人，甚至連重裝步兵都可以擊敗。雖然他們沒有可以承受重擊的護甲，但遭受馴犬師箭傷的敵人卻很容易成為他們的獵物。他們期待的是在捕獵到敵方指揮官後，拉姆斯˙波頓開始他戰後娛樂的那筆豐厚報酬。,2021
11005,剝皮鐵騎,戰爭鏈枷,,,,"在五王之戰中，波頓的剝皮鐵騎是最強大的重裝騎兵之一，即便是
 最大的家族也會僱用他們參加作戰。擁有厚重的鋼甲(當然是黑色的)、堅實的盾牌，甚至為戰馬提供防禦的馬鎧，剝皮鐵騎能夠短時間內在戰場上發起毀滅性的衝鋒。標誌性的戰爭鏈枷使得大多數的防禦變得微不足道，但他們的駭人面貌才是他們最重要的武器。",2021-S02
